id,title,description,link,published,source,source_url,sentiment,sentiment_confidence,sentiment_positive,sentiment_neutral,sentiment_negative,token_count,scraped_at,people,organizations,locations,dates,money,events,entity_count,keywords,top_keywords
54,'My stomach is hurting from laughing': Hear panelist's reaction to DeSantis' threat to Disney,CNN panelists react to Florida Gov. Ron DeSantis floating the idea of building a competing theme park next to Disney World in Orlando.,https://www.cnn.com/videos/business/2023/04/18/desantis-disney-competition-panel-reax-pt-vpx.cnn,"Tue, 18 Apr 2023 03:24:56 GMT",CNN Top Stories,http://rss.cnn.com/rss/cnn_topstories.rss,neutral,0.6492157578468323,0,0,0,28,2025-12-01T17:25:08.427569,Ron DeSantis,DeSantis; Disney CNN; Disney World,Florida; Orlando,,,,0,hear; orlando; desantis; disney; my stomach; panelist's reaction; desantis' threat; disney cnn panelists; florida gov. ron desantis; the idea,hear; orlando; desantis; disney; my stomach
43,Jamie Foxx remains hospitalized nearly a week after 'medical complication',"Jamie Foxx remains hospitalized in Georgia nearly a week after his daughter revealed the actor experienced a ""medical complication,"" a source with knowledge of the matter told CNN on Monday.",https://www.cnn.com/2023/04/17/entertainment/jamie-foxx-remains-hospitalized/index.html,"Tue, 18 Apr 2023 00:27:07 GMT",CNN Top Stories,http://rss.cnn.com/rss/cnn_topstories.rss,neutral,0.5592284798622131,0,0,0,29,2025-12-01T17:25:08.427506,Jamie Foxx,CNN,Georgia,nearly a week; Monday,,,0,georgia; knowledge; monday; jamie; foxx; week; complication; jamie foxx; medical complication' jamie foxx; his daughter,georgia; knowledge; monday; jamie; foxx
144,Trump invites families of national guard members who were shot to White House,"<p>President plans to honor Sarah Beckstrom, who was fatally shot, as well as Andrew Wolfe, who is in critical condition</p><p><a href=""https://www.theguardian.com/us-news/donaldtrump"">Donald Trump</a> said on Sunday that he invited the family of a national guard member fatally shot last week to the White House, adding that he spoke to her parents and they were “devastated”.</p><p>US army specialist Sarah Beckstrom, 20, was killed in a <a href=""https://www.theguardian.com/us-news/2025/nov/26/national-guard-soldiers-shot-washington-dc"">shooting</a> on Wednesday in Washington DC. Her fellow service member, US air force staff Sgt Andrew Wolfe, 24, remains hospitalized in critical condition. Vigils across West Virginia have taken place in their memory.</p> <a href=""https://www.theguardian.com/us-news/2025/nov/30/trump-invites-white-house-national-guard-dc-shooting-victim-families"">Continue reading...</a>",https://www.theguardian.com/us-news/2025/nov/30/trump-invites-white-house-national-guard-dc-shooting-victim-families,"Sun, 30 Nov 2025 23:29:37 GMT",The Guardian,https://www.theguardian.com/world/rss,neutral,0.7593396306037903,0,0,0,82,2025-12-01T17:25:10.051656,Sarah Beckstrom; Andrew Wolfe; Sgt Andrew Wolfe,White House; the White House,US; Washington DC; West Virginia,Sunday; last week; 20; Wednesday; 24,,,0,"guard; trump; washington; house; href=""https://www.theguardian.com; families; sunday; wednesday; vigils; place","guard; trump; washington; house; href=""https://www.theguardian.com"
16,How Pope Leo transformed from 'quiet man' to vocal peace messenger on first foreign trip,"We are learning a little more about how Pope Leo intends to carry out his duties, writes Religion Editor Aleem Maqbool.",https://www.bbc.com/news/articles/cvgrwedyr0eo?at_medium=RSS&at_campaign=rss,"Sun, 30 Nov 2025 22:41:04 GMT",BBC News,http://feeds.bbci.co.uk/news/rss.xml,neutral,0.8884881734848022,0,0,0,23,2025-12-01T17:25:06.542386,Pope Leo,Religion Editor Aleem Maqbool,,,,,0,pope leo; pope; leo; quiet man; vocal peace messenger; first foreign trip; his duties; religion editor aleem maqbool; man; peace,pope leo; pope; leo; quiet man; vocal peace messenger
12,'I saw them driving over injured people' - the terrifying escape from war in Sudan,The BBC visits a camp where people are taking refuge after the fall of el-Fasher city.,https://www.bbc.com/news/articles/cpvdn8pmmd1o?at_medium=RSS&at_campaign=rss,"Sun, 30 Nov 2025 22:02:43 GMT",BBC News,http://feeds.bbci.co.uk/news/rss.xml,negative,0.6984812021255493,0,0,0,17,2025-12-01T17:25:06.542365,,BBC; el-Fasher,Sudan,,,,0,people; sudan; refuge; injured people; the terrifying escape; the bbc; a camp; the fall; el-fasher city; escape,people; sudan; refuge; injured people; the terrifying escape
17,Are you falling victim to 'rage bait'? Oxford's word of the year 2025 explained,The phrase - meaning to get angry scrolling through social media - beats aura farming and biohack to the title.,https://www.bbc.com/news/articles/cewjxqvqzgyo?at_medium=RSS&at_campaign=rss,"Sun, 30 Nov 2025 22:01:40 GMT",BBC News,http://feeds.bbci.co.uk/news/rss.xml,negative,0.7182481288909912,0,0,0,22,2025-12-01T17:25:06.542391,,Oxford,,the year 2025,,,0,victim; meaning; oxford's word; the year; the phrase; social media - beats aura; the title; bait; oxford; word,victim; meaning; oxford's word; the year; the phrase
28,'Qatar GP shows anything can happen in three-way title showdown',"Formula 1 is heading into its first final-race championship showdown between more than two drivers for 15 years, and anything can happen.",https://www.bbc.com/sport/formula1/articles/cz6817wyvgzo?at_medium=RSS&at_campaign=rss,"Sun, 30 Nov 2025 21:48:03 GMT",BBC News,http://feeds.bbci.co.uk/news/rss.xml,neutral,0.5553917288780212,0,0,0,20,2025-12-01T17:25:06.542451,Formula 1,,Qatar,15 years,,,0,formula; showdown; qatar gp; three-way title showdown; its first final-race championship showdown; more than two drivers; 15 years; qatar; way; title,formula; showdown; qatar gp; three-way title showdown; its first final-race championship showdown
103,African leaders push for recognition of colonial crimes and reparations,"<p>Algerian foreign minister says African countries and peoples continue to pay a heavy price for colonialism</p><p>African leaders are pushing to have colonial-era crimes recognised, criminalised and addressed through reparations.</p><p>At a conference in the Algerian capital, Algiers, diplomats and leaders convened to advance an African Union resolution passed at a meeting earlier this year calling for justice and reparations for victims of colonialism.</p> <a href=""https://www.theguardian.com/world/2025/nov/30/african-leaders-push-for-recognition-of-colonial-crimes-and-reparations"">Continue reading...</a>",https://www.theguardian.com/world/2025/nov/30/african-leaders-push-for-recognition-of-colonial-crimes-and-reparations,"Sun, 30 Nov 2025 21:40:48 GMT",The Guardian,https://www.theguardian.com/world/rss,neutral,0.7458882927894592,0,0,0,56,2025-12-01T17:25:10.051440,,African Union,Algiers,earlier this year,,,0,leaders; recognition; reparations; crimes; peoples; algiers; diplomats; justice; victims; colonialism.</p,leaders; recognition; reparations; crimes; peoples
32,Ten-man Chelsea hold Arsenal to draw in feisty derby,Chelsea produce a defiant performance to hold Premier League leaders Arsenal to a 1-1 draw at Stamford Bridge after going down to 10 men following Moises Caicedo's first-half dismissal.,https://www.bbc.com/sport/football/videos/c0mp18821vmo?at_medium=RSS&at_campaign=rss,"Sun, 30 Nov 2025 19:59:48 GMT",BBC News,http://feeds.bbci.co.uk/news/rss.xml,neutral,0.8721383810043335,0,0,0,29,2025-12-01T17:25:06.542471,Chelsea,Arsenal; Chelsea; Premier League; Stamford Bridge; Moises Caicedo's,,first-half,,,0,arsenal; chelsea; ten-man chelsea; feisty derby chelsea; a defiant performance; premier league leaders; a 1-1 draw; stamford bridge; 10 men; moises caicedo's first-half dismissal,arsenal; chelsea; ten-man chelsea; feisty derby chelsea; a defiant performance
115,"Death toll passes 900 in Indonesia, Thailand and Sri Lanka floods","<p>Officials in Indonesia say more than 442 people have died, while Sri Lanka suffers worst natural disaster since 2004 tsunami </p><p>Authorities in Sri Lanka, Indonesia and Thailand are racing to clear debris and find hundreds of missing people after more than 900 died in <a href=""https://www.theguardian.com/world/2025/nov/29/indonesia-and-thailand-flooding-death-toll-tops-350-as-rescuers-struggle-to-reach-worst-hit-areas"">devastating floods</a> and landslides across the south of Asia.</p><p>In the latest example of the impact of the climate crisis on storm patterns and extreme weather, heavy monsoon rains, exacerbated by a tropical storm, have overwhelmed parts of south-east Asia in recent days, leaving thousands of people stranded without shelter or critical supplies.</p> <a href=""https://www.theguardian.com/world/2025/nov/30/indonesia-thailand-floods"">Continue reading...</a>",https://www.theguardian.com/world/2025/nov/30/indonesia-thailand-floods,"Sun, 30 Nov 2025 18:37:29 GMT",The Guardian,https://www.theguardian.com/world/rss,negative,0.829799473285675,0,0,0,83,2025-12-01T17:25:10.051504,,,Indonesia; Thailand; Sri Lanka; Asia,2004; recent days,,,0,indonesia; thailand; people; sri lanka; sri; lanka; floods; officials; authorities; debris,indonesia; thailand; people; sri lanka; sri
125,Ukrainian and US officials meet in Florida to discuss proposals to end Russia’s war,"<p>Marco Rubio, Steve Witkoff and Jared Kushner meet Kyiv delegation amid more deadly Russian attacks in Ukraine</p><p><a href=""https://www.theguardian.com/world/ukraine"">Ukrainian</a> negotiators have met US officials in Florida to thrash out details of Washington’s <a href=""https://www.theguardian.com/world/2025/nov/27/putin-insists-ukraine-surrender-territory-for-peace-deal-possible"">proposed framework</a> to end <a href=""https://www.theguardian.com/world/russia"">Russia</a>’s war in Ukraine, as Kyiv faces pressure on military and political fronts.</p><p>The secretary of state, <a href=""https://www.theguardian.com/us-news/marco-rubio"">Marco Rubio</a>; the special envoy, Steve Witkoff; and Jared Kushner, Donald Trump’s son-in-law; sat down with a Ukrainian delegation on Sunday before planned US talks this week in Moscow with Vladimir Putin.</p> <a href=""https://www.theguardian.com/world/2025/nov/30/ukrainian-and-us-officials-talks-florida-russia-war"">Continue reading...</a>",https://www.theguardian.com/world/2025/nov/30/ukrainian-and-us-officials-talks-florida-russia-war,"Sun, 30 Nov 2025 18:20:51 GMT",The Guardian,https://www.theguardian.com/world/rss,neutral,0.8026444315910339,0,0,0,80,2025-12-01T17:25:10.051560,Marco Rubio; Steve Witkoff; Jared Kushner; Donald Trump’s; Vladimir,,Ukrainian; US; Florida; Russia; Washington; Ukraine; Moscow,Sunday; this week,,,0,"florida; href=""https://www.theguardian.com; russia; officials; proposals; steve witkoff; jared kushner; details; washington; ukraine","florida; href=""https://www.theguardian.com; russia; officials; proposals"
30,'Is this the start of Liverpool's life without Salah?',"Is this the start of Liverpool's life without Mohamed Salah after he was dropped for the 2-0 win at West Ham, asks chief football writer Phil McNulty.",https://www.bbc.com/sport/football/articles/c62dzdy9ez8o?at_medium=RSS&at_campaign=rss,"Sun, 30 Nov 2025 18:09:45 GMT",BBC News,http://feeds.bbci.co.uk/news/rss.xml,neutral,0.8236501216888428,0,0,0,25,2025-12-01T17:25:06.542461,Salah; Mohamed Salah; Phil McNulty,Liverpool,West Ham,,,,0,salah; the start; liverpool's life; start; liverpool; life; mohamed salah; the 2-0 win; west ham; chief football writer phil mcnulty,salah; the start; liverpool's life; start; liverpool
129,Pope Leo urges Lebanese leaders to make peace highest priority,"<p>Pontiff tells politicians and religious heads they must persevere with peace efforts despite facing ‘highly complex, conflictual’ situation</p><p>Pope Leo has urged political leaders in Lebanon to make peace their highest priority in a forceful appeal as he is visiting the country, which remains a target of Israeli airstrikes, on the second leg of his first overseas trip as Catholic leader.</p><p>Leo, the first US pope, arrived in Beirut on Sunday from a four-day visit to Turkey where he said that humanity’s future was at risk because of the world’s unusual number of bloody conflicts, and condemned violence in the name of religion.</p> <a href=""https://www.theguardian.com/world/2025/nov/30/pope-leo-urges-lebanese-leaders-make-peace-highest-priority"">Continue reading...</a>",https://www.theguardian.com/world/2025/nov/30/pope-leo-urges-lebanese-leaders-make-peace-highest-priority,"Sun, 30 Nov 2025 18:09:12 GMT",The Guardian,https://www.theguardian.com/world/rss,neutral,0.8251844644546509,0,0,0,79,2025-12-01T17:25:10.051580,Pope Leo,,Lebanon; US; Beirut; Turkey,Sunday; four-day,,,0,peace; pope; leo; leaders; pope leo; politicians; lebanon; beirut; sunday; turkey,peace; pope; leo; leaders; pope leo
145,California police search for suspect who killed four including three children at family party,"<p>Victims who died in Stockton attack reportedly between ages eight and 21, while 11 others were wounded</p><p>Police are searching for the suspect who killed four people, including three children, and injured 11 in a shooting at a family gathering in Stockton, <a href=""https://www.theguardian.com/us-news/california"">California</a>, on Saturday night – and they are appealing to the public for any tips people may have.</p><p>“If you have surveillance footage, if you’re a local business here, if you’re in the area, live in the area, or maybe you’ve heard rumors – please contact the sheriff’s office,” said Heather Brent, a spokesperson for the San Joaquin county sheriff’s office.</p> <a href=""https://www.theguardian.com/us-news/2025/nov/30/stockton-banquet-hall-shooting-california"">Continue reading...</a>",https://www.theguardian.com/us-news/2025/nov/30/stockton-banquet-hall-shooting-california,"Sun, 30 Nov 2025 18:08:41 GMT",The Guardian,https://www.theguardian.com/world/rss,neutral,0.6946014761924744,0,0,0,78,2025-12-01T17:25:10.051661,Heather Brent,,California; Stockton; San Joaquin,between ages eight and 21,,,0,stockton; suspect; police; people; three children; victims; ages; the area; rumors; office.</p,stockton; suspect; police; people; three children
146,Winter storm brings foot of snow to midwest over busiest US travel weekend,"<p>Plane skidded off runway and 45 cars were piled up as 53 million were under winter weather alerts over Thanksgiving</p><p>A <a href=""https://www.theguardian.com/lifeandstyle/thanksgiving"">Thanksgiving</a> weekend storm system brought over a foot of snow and strong winds across the US midwest and thunderstorms across the south, as <a href=""https://www.nbcnews.com/weather/winter-weather/winter-weather-threatening-holiday-travel-us-weekend-rcna246428"">53 million</a> people from South Dakota to New York were under <a href=""https://www.theguardian.com/us-news/2025/nov/27/thanksgiving-storm-travel-weather"">winter weather alerts</a>.</p><p>Over the weekend, ahead of one of the busiest travel days of the year on Sunday, a 45-car pile-up occurred on interstate 78 in Indiana and a Delta Air Lines plane skidded off the runway in Des Moines, Iowa, during landing.</p> <a href=""https://www.theguardian.com/us-news/2025/nov/30/midwest-winter-storm-thanksgiving-travel"">Continue reading...</a>",https://www.theguardian.com/us-news/2025/nov/30/midwest-winter-storm-thanksgiving-travel,"Sun, 30 Nov 2025 17:49:10 GMT",The Guardian,https://www.theguardian.com/world/rss,neutral,0.4854823052883148,0,0,0,82,2025-12-01T17:25:10.051665,,Delta Air Lines,midwest; US; South Dakota; New York; Indiana; Des Moines; Iowa,Winter; weekend; under winter; the weekend; days of the year; Sunday,,,0,"winter; weather; snow; storm; travel; weekend; foot; runway; href=""https://www.theguardian.com; thanksgiving</p><p",winter; weather; snow; storm; travel
126,Dignitas founder ends his own life through assisted death,"<p>Ludwig Minelli, whose work had lasting influence on Swiss law, dies just days before his 93rd birthday</p><p>The head of the Swiss right-to-die organisation Dignitas has ended his life through an assisted death, the group has said.</p><p>Ludwig Minelli, who founded the group in 1998, died on Saturday, days before his 93rd birthday, Dignitas said. It added: “Right up to the end of his life, he continued to search for further ways to help people to exercise their right to freedom of choice and self-determination in their ‘final matters’ – and he often found them.”</p> <a href=""https://www.theguardian.com/society/2025/nov/30/dignitas-founder-ludwig-minelli-assisted-death"">Continue reading...</a>",https://www.theguardian.com/society/2025/nov/30/dignitas-founder-ludwig-minelli-assisted-death,"Sun, 30 Nov 2025 16:08:51 GMT",The Guardian,https://www.theguardian.com/world/rss,neutral,0.5240530967712402,0,0,0,68,2025-12-01T17:25:10.051565,Ludwig Minelli; Minelli,Dignitas,,"just days; 1998; Saturday, days before his 93rd",,,0,dignitas; life; ludwig; minelli; his life; the group; saturday; people; freedom; choice,dignitas; life; ludwig; minelli; his life
26,The Budget: Rachel Reeves denies claims she lied in the run-up,"The chancellor says she can be trusted, after claims she misled the public before Budget.",https://www.bbc.co.uk/sounds/play/p0mkpkwc?at_medium=RSS&at_campaign=rss,"Sun, 30 Nov 2025 14:34:00 GMT",BBC News,http://feeds.bbci.co.uk/news/rss.xml,neutral,0.5622925162315369,0,0,0,14,2025-12-01T17:25:06.542437,,Budget,,,,,0,claims; budget; rachel reeves; the chancellor; the public; rachel; reeves; run; chancellor; public,claims; budget; rachel reeves; the chancellor; the public
110,Hondurans vote amid Trump threat to cut aid if his preferred candidate loses,"<p>US president favours Nasry ‘Tito’ Asfura of rightwing National party, as polls show three candidates are neck-and-neck</p><p>Hondurans have begun voting in an election held amid threats by Donald Trump to cut aid to the country if his preferred candidate loses.</p><p>Honduras could be the next country in Latin America, after Argentina and Bolivia, to swing right after years of leftwing rule.</p> <a href=""https://www.theguardian.com/world/2025/nov/30/honduras-vote-election-trump-threat-cut-aid-if-nasry-tito-asfura-loses"">Continue reading...</a>",https://www.theguardian.com/world/2025/nov/30/honduras-vote-election-trump-threat-cut-aid-if-nasry-tito-asfura-loses,"Sun, 30 Nov 2025 14:31:59 GMT",The Guardian,https://www.theguardian.com/world/rss,neutral,0.7910955548286438,0,0,0,59,2025-12-01T17:25:10.051477,Trump; Donald Trump,Nasry ‘Tito’ Asfura; National party,US; Latin America; Argentina; Bolivia,years,,,0,hondurans; nasry; trump; aid; polls; threats; argentina; bolivia; years; rule.</p,hondurans; nasry; trump; aid; polls
130,Benjamin Netanyahu asks Israel’s president for pardon in corruption case,"<p>Request is submitted weeks after Donald Trump called on Isaac Herzog to pardon Israeli prime minister</p><p>Benjamin Netanyahu has asked Israel’s president for a pardon for bribery and fraud charges and an end to a five-year corruption trial, arguing that it would be in the “national interest”.</p><p>Isaac Herzog’s office acknowledged receipt of the 111-page submission from the prime minister’s lawyer, and said it had been passed on to the pardons department in the ministry of justice. The president’s legal adviser would also formulate an opinion before Herzog made a decision, it added.</p> <a href=""https://www.theguardian.com/world/2025/nov/30/benjamin-netanyahu-asks-israel-president-isaac-herzog-for-pardon-corruption-case"">Continue reading...</a>",https://www.theguardian.com/world/2025/nov/30/benjamin-netanyahu-asks-israel-president-isaac-herzog-for-pardon-corruption-case,"Sun, 30 Nov 2025 13:04:17 GMT",The Guardian,https://www.theguardian.com/world/rss,neutral,0.8586463928222656,0,0,0,72,2025-12-01T17:25:10.051585,Benjamin Netanyahu; Donald Trump; Isaac Herzog; minister</p><p>; Isaac Herzog’s,the ministry of justice; Herzog,Israel,weeks; five-year,,,0,pardon; herzog; president; benjamin; netanyahu; israel; corruption; benjamin netanyahu; israel’s president; receipt,pardon; herzog; president; benjamin; netanyahu
116,Hong Kong mourns as apartment fire death toll rises to 146,"<p>Rescue teams find more bodies in burnt-out buildings of Wang Fuk Court complex after Wednesday’s fire</p><p>The death toll in Hong Kong’s apartment complex fire has risen to 146 after investigators discovered more bodies in the burnt-out buildings. A steady stream of people placed bouquets of flowers at an ever-growing makeshift memorial at the scene of the disaster, among the worst in the city’s history.</p><p>The Hong Kong police’s disaster victim identification unit has been going through the buildings of the Wang Fuk Court complex meticulously and has found bodies both in apartment units and on the roofs, the officer in charge, Cheng Ka-chun, said on Sunday.</p> <a href=""https://www.theguardian.com/world/2025/nov/30/hong-kong-mourns-as-apartment-blaze-death-toll-rises"">Continue reading...</a>",https://www.theguardian.com/world/2025/nov/30/hong-kong-mourns-as-apartment-blaze-death-toll-rises,"Sun, 30 Nov 2025 10:42:28 GMT",The Guardian,https://www.theguardian.com/world/rss,negative,0.6123949289321899,0,0,0,83,2025-12-01T17:25:10.051509,Cheng Ka-chun,Wang Fuk Court; the Wang Fuk Court,Hong Kong; Hong Kong’s,Wednesday,,,0,bodies; hong; kong; apartment; death; toll; buildings; complex; more bodies; wednesday,bodies; hong; kong; apartment; death
133,Sri Lanka’s capital hit by floods as cyclone death toll nears 200,"<p>Hundreds of people still missing after heavy rain and mudslides in country’s deadliest natural disaster for years</p><p>Entire areas of Sri Lanka’s capital are flooded after a <a href=""https://www.theguardian.com/world/2025/nov/28/death-toll-sri-lanka-hit-by-rising-flood-waters"">powerful cyclone</a> triggered heavy rains and mudslides across the island, with authorities reporting nearly 200 dead and dozens more missing.</p><p>Officials said the extent of the damage in the country’s worst-affected central region was slowly becoming clear on Sunday as relief workers cleared roads blocked by fallen trees and mudslides.</p> <a href=""https://www.theguardian.com/world/2025/nov/30/sri-lanka-capital-colombo-hit-by-floods-as-cyclone-death-toll-rises"">Continue reading...</a>",https://www.theguardian.com/world/2025/nov/30/sri-lanka-capital-colombo-hit-by-floods-as-cyclone-death-toll-rises,"Sun, 30 Nov 2025 09:28:31 GMT",The Guardian,https://www.theguardian.com/world/rss,negative,0.8561314344406128,0,0,0,73,2025-12-01T17:25:10.051601,Sri Lanka’s,,Sri Lanka’s,Sunday,,,0,floods; mudslides; sri; lanka; capital; death; toll; sri lanka’s capital; hundreds; people,floods; mudslides; sri; lanka; capital
64,Pilot makes history after landing on top of a 56-story hotel,Polish pilot Lukasz Czepiela made history after landing a plane on a helipad at the top of a 56-story hotel in Dubai.,https://www.cnn.com/videos/travel/2023/03/17/pilot-lands-on-dubai-helipad-cprog-orig-aw-ao.cnn,"Sun, 19 Mar 2023 11:22:30 GMT",CNN Top Stories,http://rss.cnn.com/rss/cnn_topstories.rss,positive,0.7563185095787048,0,0,0,20,2025-12-01T17:25:08.427622,Lukasz Czepiela,,Dubai,,,,0,history; pilot; dubai; story; hotel; a 56-story hotel polish pilot lukasz czepiela; a plane; a helipad; a 56-story hotel; lukasz,history; pilot; dubai; story; hotel
100,Jeremy Renner revisits 'the amazing group of people' who helped him recover from his accident,"Jeremy Renner is continuing his recovery after his devastating snowplow accident in January, and recognizing those who've helped him along the way.",https://www.cnn.com/2023/04/16/entertainment/jeremy-renner-update/index.html,"Sun, 16 Apr 2023 19:04:10 GMT",CNN Top Stories,http://rss.cnn.com/rss/cnn_topstories.rss,positive,0.7986184358596802,0,0,0,23,2025-12-01T17:25:08.427842,Jeremy Renner,,,January,,,0,people; january; jeremy; renner; accident; jeremy renner revisits 'the amazing group; his accident; jeremy renner; his recovery; his devastating snowplow accident,people; january; jeremy; renner; accident
77,"Even when wives make as much as husbands, they still do more at home","• Four out of the five US metro areas with the lowest unemployment are in Florida. Here's why
• Opinion: The overlooked problem with raising the retirement age for Social Security",https://www.cnn.com/2023/04/16/success/husbands-wives-earning-division-of-labor-pew-survey/index.html,"Sun, 16 Apr 2023 17:29:49 GMT",CNN Top Stories,http://rss.cnn.com/rss/cnn_topstories.rss,neutral,0.727616548538208,0,0,0,23,2025-12-01T17:25:08.427692,,Social Security,US; Florida,,,,0,"wives; husbands; home; florida; the five us metro areas; the lowest unemployment; why
• opinion; the overlooked problem; the retirement age; social security",wives; husbands; home; florida; the five us metro areas
95,Top secrets come spilling out,"In 1917, British analysts deciphered a coded message the German foreign minister sent to one of his country's diplomats vowing to begin ""unrestricted submarine warfare"" and seeking to win over Mexico with a promise to ""reconquer the lost territory in Texas, New Mexico and Arizona"" if the US entered the world war. When it became public, the Zimmerman Telegram caused a sensation, helping propel the US into the conflict against Germany.",https://www.cnn.com/2023/04/16/opinions/top-secrets-come-spilling-out-opinion-column-galant/index.html,"Sun, 16 Apr 2023 11:22:36 GMT",CNN Top Stories,http://rss.cnn.com/rss/cnn_topstories.rss,neutral,0.8761945962905884,0,0,0,51,2025-12-01T17:25:08.427816,the Zimmerman Telegram,,Mexico; Texas; New Mexico; Arizona; US; Germany,1917,,,0,"mexico; texas; arizona; germany; top secrets; british analysts; a coded message; the german foreign minister; his country's diplomats; ""unrestricted submarine warfare",mexico; texas; arizona; germany; top secrets
131,"Gaza death toll surpasses 70,000, says health ministry","<p>Two Palestinian children reportedly killed on Saturday as Israel continues its strikes after latest ceasefire</p><p>The Palestinian death toll has surpassed 70,000 since the Israel-Gaza war began, Gaza’s health ministry said on Saturday, while a hospital reported Israeli fire killed two Palestinian children in the territory’s south.</p><p>The toll has continued to rise after the latest ceasefire took effect on 10 October. Israel still carries out strikes in response to what it has called violations of the truce, and bodies from earlier in the war are being recovered from the rubble.</p> <a href=""https://www.theguardian.com/world/2025/nov/29/gaza-death-toll-rises-says-health-ministry"">Continue reading...</a>",https://www.theguardian.com/world/2025/nov/29/gaza-death-toll-rises-says-health-ministry,"Sat, 29 Nov 2025 20:32:30 GMT",The Guardian,https://www.theguardian.com/world/rss,negative,0.7708316445350647,0,0,0,73,2025-12-01T17:25:10.051591,,health ministry,Gaza; Israel,Saturday; 10 October,,,0,israel; saturday; gaza; toll; strikes; death; health; south.</p><p; effect; response,israel; saturday; gaza; toll; strikes
111,Venezuela denounces ‘colonialist threat’ as Trump orders airspace closed,"<p>President made declaration in a social media post, after FAA last week warned airlines of ‘worsening security situation’</p><p>The Venezuelan government has responded defiantly to the heightened pressure by the US government, including Donald Trump’s recent statements on Saturday that the airspace above and surrounding Venezuela is to be closed in its entirety.</p><p>In a statement, the Venezuelan government said Trump’s comments are a “colonialist threat” against their sovereignty and violate international law. The government also said it demanded respect for its airspace and would not accept foreign orders or threats.</p> <a href=""https://www.theguardian.com/world/2025/nov/29/donald-trump-venezuela-airspace-closure"">Continue reading...</a>",https://www.theguardian.com/world/2025/nov/29/donald-trump-venezuela-airspace-closure,"Sat, 29 Nov 2025 19:47:26 GMT",The Guardian,https://www.theguardian.com/world/rss,neutral,0.5323799252510071,0,0,0,71,2025-12-01T17:25:10.051483,Donald Trump’s,Trump; FAA,Venezuela; US,last week; Saturday,,,0,venezuela; trump; airspace; government; declaration; airlines; the venezuelan government; saturday; respect; threat,venezuela; trump; airspace; government; declaration
134,Sri Lanka death toll from floods and landslides reaches 153,"<p>Another 191 missing after heavy rains from Cyclone Ditwah while almost 78,000 evacuated to temporary shelters amid rescue operations</p><p>Torrential rains and floods triggered by Cyclone Ditwah have killed 153 people across Sri Lanka so far, with another 191 still missing, the country’s Disaster Management Centre (DCM) said on Saturday.</p><p>The DMC director general, Sampath Kotuwegoda, said relief operations were under way with 78,000 people moved to nearly 800 state-run welfare centres after their homes were destroyed by the week-long heavy rains.</p> <a href=""https://www.theguardian.com/world/2025/nov/28/death-toll-sri-lanka-hit-by-rising-flood-waters"">Continue reading...</a>",https://www.theguardian.com/world/2025/nov/28/death-toll-sri-lanka-hit-by-rising-flood-waters,"Sat, 29 Nov 2025 16:39:55 GMT",The Guardian,https://www.theguardian.com/world/rss,negative,0.6478769183158875,0,0,0,77,2025-12-01T17:25:10.051606,Sri Lanka; Cyclone Ditwah; Sampath Kotuwegoda,Disaster Management Centre; DMC,Sri Lanka,week,,,0,floods; sri; lanka; landslides; cyclone ditwah; saturday.</p><p; death; toll; rains; cyclone,floods; sri; lanka; landslides; cyclone ditwah
96,How did Sudan go from casting off despotic rule to this?,"Four years ago, almost to the day, the people of Sudan were celebrating a revolution after overthrowing longtime dictator Omar al-Bashir. Now the East African country faces the possibility of a complete collapse similar to the chaos we see today in Yemen or Libya.",https://www.cnn.com/2023/04/17/opinions/sudan-revolution-to-civil-war-lynch/index.html,"Mon, 17 Apr 2023 22:45:23 GMT",CNN Top Stories,http://rss.cnn.com/rss/cnn_topstories.rss,negative,0.8662227988243103,0,0,0,32,2025-12-01T17:25:08.427821,Omar al-Bashir,,Sudan; Yemen; Libya,Four years ago; the day; today,,,0,sudan; yemen; libya; despotic rule; the day; the people; a revolution; longtime dictator; omar al-bashir; the east african country,sudan; yemen; libya; despotic rule; the day
71,Opinion: Why millionaires like us want to pay more in taxes,"Tuesday is Tax Day in America, one of the most stressful days of the year, when many taxpayers will finally end their procrastination, file their federal returns, and hope for a refund from the IRS. But for many of the nation's wealthiest, it's just another Tuesday.",https://www.cnn.com/2023/04/17/opinions/us-tax-system-wealthy-disney-pearl/index.html,"Mon, 17 Apr 2023 19:32:49 GMT",CNN Top Stories,http://rss.cnn.com/rss/cnn_topstories.rss,neutral,0.4729617238044739,0,0,0,32,2025-12-01T17:25:08.427662,,IRS,America,Tuesday; Tax Day; days of the year,,,0,opinion; millionaires; taxes; america; tuesday; tax day; the most stressful days; the year; many taxpayers; their procrastination,opinion; millionaires; taxes; america; tuesday
78,McDonald's is upgrading its burgers,"McDonald's, which has been focusing on upgrading its core items to boost sales, is rolling out a series of changes designed to improve its signature burgers.",https://www.cnn.com/2023/04/17/business/mcdonalds-burgers/index.html,"Mon, 17 Apr 2023 16:31:30 GMT",CNN Top Stories,http://rss.cnn.com/rss/cnn_topstories.rss,positive,0.8116944432258606,0,0,0,19,2025-12-01T17:25:08.427697,,McDonald's,,,,,0,mcdonald; sales; changes; burgers; its burgers mcdonald; its core items; a series; its signature burgers; core; items,mcdonald; sales; changes; burgers; its burgers mcdonald
